book,chapter_order,heading_id,section_type,pov,scene_idx,paragraph_idx,n_words,text,neg,neu,pos,compound
The Way of Kings,17,interlude_3,interlude,Szeth,1,40,71,"He liked to think of himself as a seasoned traveler, though as far as Szeth could tell, he just moved around in a wide circle. There were many small mines---and therefore small villages---in this part of Bavland. Took had probably been to this same village years back, but the mines made for a lot of transient workers. It was unlikely he'd be remembered, unless someone had noted his terribly exaggerated stories.",0.081,0.896,0.024,-0.6808
The Way of Kings,17,interlude_3,interlude,Szeth,1,41,23,"Terrible or not, the other miners seemed to thirst for more. They urged him on, offering him another drink, and he modestly agreed.",0.118,0.802,0.08,-0.25
The Way of Kings,17,interlude_3,interlude,Szeth,1,42,107,"Szeth sat quietly, legs folded, hands in his lap, blood trickling down his arm. Had the Parshendi known what they were consigning him to by tossing his Oathstone away as they fled Kholinar that night? Szeth had been required to recover it, then stand there beside the road, wondering if he would be discovered and executed*---hoping* he'd be discovered and executed---until a passing merchant had cared enough to inquire. By then, Szeth had stood only in a loincloth. His honor had forced him to discard the white clothing, as it would have made him easier to recognize. He had to preserve himself so that he could suffer.",0.078,0.829,0.093,0.4404
The Way of Kings,17,interlude_3,interlude,Szeth,1,43,62,"After a short explanation that left out incriminating details, Szeth had found himself riding in the back of the merchant's cart. The merchant---a man named Avado---had been clever enough to realize that in the wake of the king's death, foreigners might be treated poorly. He'd made his way to Jah Keved, never knowing that he harbored Gavilar's murderer as his serving man.",0.114,0.846,0.04,-0.7579
The Way of Kings,17,interlude_3,interlude,Szeth,1,44,33,"The Alethi didn't search for him. They assumed that he, the infamous ""Assassin in White,"" had retreated with the Parshendi. They probably expected to discover him in the middle of the Shattered Plains.",0.088,0.912,0.0,-0.4767
The Way of Kings,17,interlude_3,interlude,Szeth,1,45,92,"The miners eventually tired of Took's increasingly slurred stories. They bid him farewell, ignoring his broad hints that another cup of beer would prompt him to tell his greatest tale: that of the time when he'd seen the Nightwatcher herself and stolen a sphere that glowed black at night. That tale always discomforted Szeth, as it reminded him of the strange black sphere Gavilar had given him. He'd hidden that carefully in Jah Keved. He didn't know what it was, but he didn't want to risk a master taking it from him.",0.105,0.834,0.061,-0.3318
The Way of Kings,17,interlude_3,interlude,Szeth,1,46,80,"When nobody offered Took another drink, he reluctantly stumbled from his chair and waved Szeth to follow him from the tavern. The street was dark outside. This town, Ironsway, had a proper town square, several hundred homes, and three different taverns. That made it practically a metropolis for Bavland---the small, mostly ignored stretch of land just north of the mountains near Silnasen. The area was technically part of Jah Keved, but even its highprince tended to stay away from it.",0.034,0.966,0.0,-0.2144
The Way of Kings,17,interlude_3,interlude,Szeth,1,47,52,"Szeth followed his master through the streets toward the poorer district. Took was too cheap to pay for a room in the nice, or even modest, areas of a town. Szeth looked over his shoulder, wishing that the Second Sister---known as Nomon to these Easterners---had risen to give a little more light.",0.064,0.858,0.078,0.2023
The Way of Kings,17,interlude_3,interlude,Szeth,1,48,31,"Took stumbled drunkenly, then fell over in the street. Szeth sighed. It would not be the first night he carried his master home to his bed. He knelt to lift Took.",0.0,1.0,0.0,0.0
The Way of Kings,17,interlude_3,interlude,Szeth,1,49,21,He froze. A warm liquid was pooling beneath his master's body. Only then did he notice the knife in Took's neck.,0.0,0.913,0.087,0.2263
The Way of Kings,17,interlude_3,interlude,Szeth,1,50,42,"Szeth instantly came alert as a group of footpads slipped out of the alleyway. One raised a hand, the knife in it reflecting starlight, preparing to throw at Szeth. He tensed. There were infused spheres he could draw upon in Took's pouch.",0.043,0.841,0.116,0.5267
The Way of Kings,17,interlude_3,interlude,Szeth,1,51,6,"""Wait,"" hissed one of the footpads.",0.0,1.0,0.0,0.0
The Way of Kings,17,interlude_3,interlude,Szeth,1,52,18,"The man with the knife paused. Another man came closer, inspecting Szeth. ""He's Shin. Won't hurt a cremling.""",0.0,0.86,0.14,0.4168
The Way of Kings,17,interlude_3,interlude,Szeth,1,53,20,"Others pulled the corpse into the alleyway. The one with the knife raised his weapon again. ""He could still yell.""",0.247,0.753,0.0,-0.7096
The Way of Kings,17,interlude_3,interlude,Szeth,1,54,16,"""Then why hasn't he? Oi'm telling you, they're harmless. Almost like parshmen. We can sell him.""",0.0,0.769,0.231,0.4951
The Way of Kings,17,interlude_3,interlude,Szeth,1,55,9,"""Maybe,"" the second said. ""He's terrified. Look at 'im.""",0.333,0.667,0.0,-0.6124
The Way of Kings,17,interlude_3,interlude,Szeth,1,56,9,"""Come 'ere,"" the first footpad said, waving Szeth forward.",0.0,1.0,0.0,0.0
The Way of Kings,17,interlude_3,interlude,Szeth,1,57,18,"He obeyed, walking into the alley, which was suddenly illuminated as the other footpads pulled open Took's pouch.",0.0,1.0,0.0,0.0
The Way of Kings,17,interlude_3,interlude,Szeth,1,58,23,"""Kelek,"" one of them said, ""hardly worth the effort. A handful of chips and two marks, not a single broam in the lot.""",0.0,0.932,0.068,0.1548
The Way of Kings,17,interlude_3,interlude,Szeth,1,59,19,"""Oi'm telling you,"" the first man said. ""We can sell this fellow as a slave. People like Shin servants.""",0.0,0.878,0.122,0.3612
The Way of Kings,17,interlude_3,interlude,Szeth,1,60,4,"""He's just a kid.""",0.0,1.0,0.0,0.0
The Way of Kings,17,interlude_3,interlude,Szeth,1,61,57,"""Nah. They all look like that. Hey, whacha got there?"" The man plucked a twinkling, sphere-size chunk of rock from the hand of the man counting the spheres. It was fairly ordinary, a simple piece of rock with a few quartz crystals set into it and a rusty vein of iron on one side. ""What is this?""",0.023,0.879,0.099,0.6868
The Way of Kings,17,interlude_3,interlude,Szeth,1,62,6,"""Worthless,"" one of the men said.",0.367,0.633,0.0,-0.4404
The Way of Kings,17,interlude_3,interlude,Szeth,1,63,25,"""I am required to tell you,"" Szeth said quietly, ""that you are holding my Oathstone. So long as you possess it, you are my master.""",0.0,1.0,0.0,0.0
The Way of Kings,17,interlude_3,interlude,Szeth,1,64,8,"""What's that?"" one of the footpads said, standing.",0.0,1.0,0.0,0.0
The Way of Kings,17,interlude_3,interlude,Szeth,1,65,33,"The first one closed his hand around the stone, shooting a wary glance at the others. He looked back at Szeth. ""Your master? What does that mean exactly, in precise terms and all?""",0.0,0.9,0.1,0.5514
The Way of Kings,17,interlude_3,interlude,Szeth,1,66,40,"""I must obey you,"" Szeth said. ""In all things, though I will not follow an order to kill myself."" He also couldn't be ordered to give up his Blade, but there was no need to mention that at the moment.",0.129,0.871,0.0,-0.6858
The Way of Kings,17,interlude_3,interlude,Szeth,1,67,13,"""You'll obey me?"" the footpad said. ""You mean, you'll do what Oi say?""",0.0,1.0,0.0,0.0
The Way of Kings,17,interlude_3,interlude,Szeth,1,68,1,"""Yes.""",0.0,0.0,1.0,0.4019
The Way of Kings,17,interlude_3,interlude,Szeth,1,69,3,"""*Anything* Oi say?""",0.0,1.0,0.0,0.0
The Way of Kings,17,interlude_3,interlude,Szeth,1,70,5,"Szeth closed his eyes. ""Yes.""",0.0,0.597,0.403,0.4019
The Way of Kings,17,interlude_3,interlude,Szeth,1,71,13,"""Well, ain't that something interestin',"" the man said, musing. ""Something interestin' indeed. ...""",0.0,0.851,0.149,0.2732
The Way of Kings,19,chapter_12,chapter,Dalinar,1,1,29,"*Old friend, I hope this missive finds you well. Though, as you are now essentially immortal, I would guess that wellness on your part is something of a given.*",0.0,0.647,0.353,0.9022
The Way of Kings,19,chapter_12,chapter,Dalinar,1,2,21,"""Today,"" King Elhokar announced, riding beneath the bright open sky, ""is an excellent day to slay a god. Wouldn't you say?""",0.0,0.674,0.326,0.8271
The Way of Kings,19,chapter_12,chapter,Dalinar,1,3,32,"""Undoubtedly, Your Majesty."" Sadeas's reply was smooth, quick, and said with a knowing smile. ""One might say that gods, as a rule, should fear the Alethi nobility. Most of us at least.""",0.09,0.84,0.07,-0.1779
The Way of Kings,19,chapter_12,chapter,Dalinar,1,4,18,Adolin gripped his reins a little more tightly; it put him on edge every time Highprince Sadeas spoke.,0.0,1.0,0.0,0.0
The Way of Kings,19,chapter_12,chapter,Dalinar,1,5,12,"""Do we have to ride up here at the front?"" Renarin whispered.",0.0,1.0,0.0,0.0
The Way of Kings,19,chapter_12,chapter,Dalinar,1,6,7,"""I want to listen,"" Adolin replied softly.",0.0,0.822,0.178,0.0772
The Way of Kings,19,chapter_12,chapter,Dalinar,1,7,54,"He and his brother rode near the front of the column, near the king and his highprinces. Behind them extended a grand procession: a thousand soldiers in Kholin blue, dozens of servants, and even women in palanquins to scribe accounts of the hunt. Adolin glanced at them all as he reached for his canteen.",0.0,0.922,0.078,0.5267
The Way of Kings,19,chapter_12,chapter,Dalinar,1,8,68,"He was wearing his Shardplate, and so he had to be careful when grabbing it, lest he crush it. One's muscles reacted with increased speed, strength, and dexterity when wearing the armor, and it took practice to use it correctly. Adolin was still occasionally caught by surprise, though he'd held this suit---inherited from his mother's side of the family---since his sixteenth birthday. That was now seven years past.",0.021,0.866,0.113,0.73
The Way of Kings,19,chapter_12,chapter,Dalinar,1,9,39,"He turned and took a long drink of lukewarm water. Sadeas rode to the king's left, and Dalinar---Adolin's father---was a solid figure riding at the king's right. The final highprince on the hunt was Vamah, who wasn't a Shardbearer.",0.0,0.963,0.037,0.1531
The Way of Kings,19,chapter_12,chapter,Dalinar,1,10,83,"The king was resplendent in his golden Shardplate---of course, Plate could make any man look regal. Even *Sadeas* looked impressive when wearing his red Plate, though his bulbous face and ruddy complexion weakened the effect. Sadeas and the king flaunted their Plate. And ... well, perhaps Adolin did too. He'd had his painted blue, a few ornamentations welded onto the helm and pauldrons to give an extra look of danger. How could you *not* show off when wearing something as grand as Shardplate?",0.061,0.85,0.089,0.4019
The Way of Kings,19,chapter_12,chapter,Dalinar,1,11,51,"Adolin took another drink, listening to the king talk about his excitement for the hunt. Only one Shardbearer in the procession---indeed, only one Shardbearer in the entirety of the ten armies---used no paint or ornamentations on his Plate. Dalinar Kholin. Adolin's father preferred to leave his armor its natural slate-grey color.",0.057,0.849,0.095,0.5106
The Way of Kings,19,chapter_12,chapter,Dalinar,1,12,60,"Dalinar rode beside the king, his face somber. He rode with his helm tied to his saddle, exposing a square face topped by short black hair that had gone white at the temples. Few women had ever called Dalinar Kholin handsome; his nose was the wrong shape, his features blocky rather than delicate. It was the face of a warrior.",0.119,0.816,0.065,-0.5574
The Way of Kings,19,chapter_12,chapter,Dalinar,1,13,105,"He rode astride a massive black Ryshadium stallion, one of the largest horses that Adolin had ever seen---and while the king and Sadeas looked regal in their armor, somehow Dalinar managed to look like a soldier. To him, the Plate was not an ornament. It was a tool. He never seemed to be surprised by the strength or speed the armor lent him. It was as if, for Dalinar Kholin, wearing his Plate was his natural state---it was the times without that were abnormal. Perhaps that was one reason he'd earned the reputation of being one of the greatest warriors and generals who ever lived.",0.0,0.879,0.121,0.9231
The Way of Kings,19,chapter_12,chapter,Dalinar,1,14,21,"Adolin found himself wishing, passionately, that his father would do a little more these days to live up to that reputation.",0.0,0.782,0.218,0.6486
The Way of Kings,19,chapter_12,chapter,Dalinar,1,15,28,"*He's thinking about the visions,* Adolin thought, regarding his father's distant expression and troubled eyes. ""It happened again last night,"" Adolin said softly to Renarin. ""During the highstorm.""",0.097,0.841,0.061,-0.2732
The Way of Kings,19,chapter_12,chapter,Dalinar,1,16,64,"""I know,"" Renarin said. His voice was measured, controlled. He always paused before he replied to a question, as if testing the words in his mind. Some women Adolin knew said Renarin's ways made them feel as if he were dissecting them with his mind. They'd shiver when they spoke of him, though Adolin had never found his younger brother the least bit discomforting.",0.04,0.96,0.0,-0.3818
